YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,34.7,34.7,,,21.3,51.1,77,,,,,,2 or more races,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q043,VALUE,05,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q043,VALUE,05,Race/Ethnicity,Other,RACE,RACEOTH
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,41.2,41.2,,,39.2,43.3,4663,Total,,,,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q043,VALUE,05,Total,Total,OVR,OVERALL
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,36.1,36.1,,,30.9,41.6,478,,35 - 44,,,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q043,VALUE,05,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,35.2,35.2,,,31.0,39.8,697,,45 - 54,,,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q043,VALUE,05,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,13.8,13.8,,,12.4,15.4,4599,Total,,,,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q044,VALUE,05,Total,Total,OVR,OVERALL
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,15.1,15.1,,,12.9,17.6,1747,,,,Male,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q044,VALUE,05,Gender,Male,GEN,MALE
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,12.7,12.7,,,10.9,14.7,2852,,,,Female,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q044,VALUE,05,Gender,Female,GEN,FEMALE
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,14.5,14.5,,,11.2,18.7,472,,35 - 44,,,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q044,VALUE,05,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,10.7,10.7,,,8.1,14.0,687,,45 - 54,,,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q044,VALUE,05,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,9.1,9.1,,,7.2,11.6,1082,,55 - 64,,,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q044,VALUE,05,Age (years),55 - 64,AGEYR,AGEYR5564
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,10.5,10.5,,,8.9,12.4,1807,,65 or older,,,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q044,VALUE,05,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,13.1,13.1,,,11.5,14.8,3565,,,,,,Non-Hispanic White,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q044,VALUE,05,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,18.5,18.5,,,14.0,24.1,650,,,,,,Non-Hispanic Black,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q044,VALUE,05,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,11.8,11.8,,,6.6,20.1,118,,,,,,Hispanic,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q044,VALUE,05,Race/Ethnicity,Hispanic,RACE,RACEHIS
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q044,VALUE,05,Race/Ethnicity,Asian,RACE,RACEASN
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q044,VALUE,05,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,18.0,18.0,,,8.8,33.4,70,,,,,,American Indian/Alaska Native,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q044,VALUE,05,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,9.7,9.7,,,4.2,20.7,77,,,,,,2 or more races,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q044,VALUE,05,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q044,VALUE,05,Race/Ethnicity,Other,RACE,RACEOTH
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,25.6,25.6,,,23.8,27.4,4642,Total,,,,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q045,VALUE,05,Total,Total,OVR,OVERALL
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,27.6,27.6,,,24.8,30.5,1771,,,,Male,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q045,VALUE,05,Gender,Male,GEN,MALE
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,23.8,23.8,,,21.6,26.1,2871,,,,Female,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q045,VALUE,05,Gender,Female,GEN,FEMALE
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,20.8,20.8,,,16.8,25.5,478,,35 - 44,,,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q045,VALUE,05,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,19.8,19.8,,,16.5,23.6,696,,45 - 54,,,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q045,VALUE,05,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,25.4,25.4,,,22.2,29.0,1090,,55 - 64,,,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q045,VALUE,05,Age (years),55 - 64,AGEYR,AGEYR5564
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,31.3,31.3,,,28.6,34.1,1819,,65 or older,,,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q045,VALUE,05,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,26.6,26.6,,,24.6,28.7,3604,,,,,,Non-Hispanic White,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q045,VALUE,05,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,22.5,22.5,,,17.5,28.4,654,,,,,,Non-Hispanic Black,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q045,VALUE,05,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,16.7,16.7,,,10.0,26.5,119,,,,,,Hispanic,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q045,VALUE,05,Race/Ethnicity,Hispanic,RACE,RACEHIS
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q045,VALUE,05,Race/Ethnicity,Asian,RACE,RACEASN
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q045,VALUE,05,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,36.6,36.6,,,21.9,54.3,70,,,,,,American Indian/Alaska Native,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q045,VALUE,05,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,20.0,20.0,,,10.7,34.4,77,,,,,,2 or more races,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q045,VALUE,05,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q045,VALUE,05,Race/Ethnicity,Other,RACE,RACEOTH
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,22.3,22.3,,,20.5,24.1,4774,Total,,,,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q046,VALUE,05,Total,Total,OVR,OVERALL
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,24.0,24.0,,,19.7,29.0,485,,35 - 44,,,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q046,VALUE,05,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,17.2,17.2,,,14.0,20.9,706,,45 - 54,,,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q046,VALUE,05,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,15.0,15.0,,,12.5,17.9,1130,,55 - 64,,,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q046,VALUE,05,Age (years),55 - 64,AGEYR,AGEYR5564
